t1_builder_close_contour,,,,,,,,,,,,,,,,
t1_decoder_parse_charstrings,,,,,,,,,,,,,,,,
tt_size_reset,,,,,,,,,,,,,,,,
sfnt_init_face,,,,,,,,,,,,,,,,
cff_parser_run,,,,,,,,,,,,,,,,
parse_charstrings,,,,,,,,,,,,,,,,
t42_parse_encoding,,,,,,,,,,,,,,,,
t1_parse_font_matrix,,,,,,,,,,,,,,,,
parse_encoding,,,,,,,,,,,,,,,,
_bdf_strncmp,,,,,,,,,,,,,,,,
Mac_Read_POST_Resource,,,,,,,,,,,,,,,,
parse_fond,,,,,,,,,,,,,,,,
pcf_read_TOC,,,,,,,,,,,,,,,,
pcf_get_encodings,,,,,,,,,,,,,,,,
tt_cmap8_validate,,,,,,,,,,,,,,,,
woff_open_font,,,,,,,,,,,,,,,,
check_table_dir,,,,,,,,,,,,,,,,
tt_sbit_decoder_init,,,,,,,,,,,,,,,,
FT_Bitmap,,,,,,,,,,,,,,,,
tt_cmap4_validate,,,,,,,,,,,,,,,,
cf2_builder_lineTo,,,,,,,,,,,,,,,,
T42_Face_Init,,,,,,,,,,,,,,,,
_bdf_parse_glyphs,,,,,,,,,,,,,,,,
cf2_interpT2CharString,,,,,,,,,,,,,,,,
tt_face_load_kern,,,,,,,,,,,,,,,,
tt_face_load_hdmx,,,,,,,,,,,,,,,,
tt_sbit_decoder_load_image,,,,,,,,,,,,,,,,
cf2_initLocalRegionBuffer,,,,,,,,,,,,,,,,
cf2_hintmap_build,,,,,,,,,,,,,,,,
_bdf_parse_start,,,,,,,,,,,,,,,,
TT_Load_Simple_Glyph,,,,,,,,,,,,,,,,
ft_div64by32,,,,,,,,,,,,,,,,
FNT_Face_Init,,,,,,,,,,,,,,,,
_bdf_list_split,,,,,,,,,,,,,,,,
PS_Conv_Strtol,,,,,,,,,,,,,,,,
Ins_MIRP,,,,,,,,,,,,,,,,
_bdf_list_ensure,,,,,,,,,,,,,,,,
SkipCode,,,,,,,,,,,,,,,,
T1_Get_Private_Dict,,,,,,,,,,,,,,,,
parse_subrs,,,,,,,,,,,,,,,,
ft_smooth_render_generic,,,,,,,,,,,,,,,,
pcf_get_properties,,,,,,,,,,,,,,,,
t42_parse_sfnts,,,,,,,,,,,,,,,,
Ins_SHZ,,,,,,,,,,,,,,,,
ACMSG16,,,,,,,,,,,,,,,,
_bdf_is_atom,,,,,,,,,,,,,,,,
ft_var_readpackedpoints,,,,,,,,,,,,,,,,
BOUNDSL,,,,,,,,,,,,,,,,
FT_Stream_EnterFrame,,,,,,,,,,,,,,,,
cid_parse_font_matrix,,,,,,,,,,,,,,,,
pcf_get_properties,,,,,,,,,,,,,,,,
tt_cmap10_validate,,,,,,,,,,,,,,,,
tt_face_load_font_dir,,,,,,,,,,,,,,,,
FT_Bitmap_Copy,,,,,,,,,,,,,,,,
t42_parse_charstrings,,,,,,,,,,,,,,,,
cf2_builder_cubeTo,,,,,,,,,,,,,,,,
T42_Open_Face,,,,,,,,,,,,,,,,
cf2_initGlobalRegionBuffer,,,,,,,,,,,,,,,,
FT_MulDiv,,,,,,,,,,,,,,,,
PS_Conv_ToFixed,,,,,,,,,,,,,,,,
TT_RunIns,,,,,,,,,,,,,,,,
ps_parser_skip_PS_token,,,,,,,,,,,,,,,,
t42_parse_font_matrix,,,,,,,,,,,,,,,,
ps_parser_load_field,,,,,,,,,,,,,,,,
tt_cmap12_validate,,,,,,,,,,,,,,,,
tt_cmap13_validate,,,,,,,,,,,,,,,,
tt_cmap14_validate,,,,,,,,,,,,,,,,
Load_SBit_Png,,,,,,,,,,,,,,,,
FT_MulDiv_No_Round,,,,,,,,,,,,,,,,
FT_DivFix,,,,,,,,,,,,,,,,
PS_Conv_ASCIIHexDecode,,,,,,,,,,,,,,,,
PS_Conv_EexecDecode,,,,,,,,,,,,,,,,
TT_ExecContextRec,,,,,,,,,,,,,,,,
